species	genus	sub.family	InvasivenessStatus	Traded2017	NbSellers_2017	MeanPrice_2017	Traded2020	NbSellers_2020	MeanPrice_2020	MeanPrice_2017_log	MeanPrice_2020_log	
1	Ankylomyrma_coronacantha	Ankylomyrma	Myrmicinae	Native	0	0	NA	0	0	NA	NA	NA
2	Tatuidris_tatusia	Tatuidris	Agroecomyrmecinae	Native	0	0	NA	0	0	NA	NA	NA
3	Adetomyrma_aureocuprea	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
4	Adetomyrma_bressleri	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
5	Adetomyrma_caputleae	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
6	Adetomyrma_cassis	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
7	Adetomyrma_caudapinnigera	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
8	Adetomyrma_cilium	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
9	Adetomyrma_clarivida	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
10	Adetomyrma_goblin	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
11	Adetomyrma_venatrix	Adetomyrma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
12	Amblyopone_aberrans	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
13	Amblyopone_australis	Amblyopone	Amblyoponinae	Alien	1	4	145.37	1	6	234.6436789	4.986137662	5.462320829
14	Amblyopone_clarki	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
15	Amblyopone_ferruginea	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
16	Amblyopone_gingivalis	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
17	Amblyopone_hackeri	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
18	Amblyopone_leae	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
19	Amblyopone_longidens	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
20	Amblyopone_mercovichi	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
21	Amblyopone_michaelseni	Amblyopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
22	Fulakora_agostii	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
23	Fulakora_armigera	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
24	Fulakora_bierigi	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
25	Fulakora_celata	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
26	Fulakora_chilensis	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
27	Fulakora_cleae	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
28	Fulakora_degenerata	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
29	Fulakora_egregia	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
30	Fulakora_elongata	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
31	Fulakora_exigua	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
32	Fulakora_falcata	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
33	Fulakora_gnoma	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
34	Fulakora_gracilis	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
35	Fulakora_heraldoi	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
36	Fulakora_lucida	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
37	Fulakora_lurilabes	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
38	Fulakora_minima	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
39	Fulakora_monrosi	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
40	Fulakora_mystriops	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
41	Fulakora_orizabana	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
42	Fulakora_papuana	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
43	Fulakora_punctulata	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
44	Fulakora_saundersi	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
45	Fulakora_smithi	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
46	Fulakora_wilsoni	Fulakora	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
47	Myopopone_castanea	Myopopone	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
48	Mystrium_barrybressleri	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
49	Mystrium_camillae	Mystrium	Amblyoponinae	Native	1	1	NA	1	3	NA	NA	NA
50	Mystrium_eques	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
51	Mystrium_janovitzi	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
52	Mystrium_labyrinth	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
53	Mystrium_leonie	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
54	Mystrium_maren	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
55	Mystrium_mirror	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
56	Mystrium_mysticum	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
57	Mystrium_oberthueri	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
58	Mystrium_rogeri	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
59	Mystrium_shadow	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
60	Mystrium_silvestrii	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
61	Mystrium_voeltzkowi	Mystrium	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
62	Onychomyrmex_doddi	Onychomyrmex	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
63	Onychomyrmex_glauerti	Onychomyrmex	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
64	Onychomyrmex_hedleyi	Onychomyrmex	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
65	Onychomyrmex_mjobergi	Onychomyrmex	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
66	Prionopelta_aethiopica	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
67	Prionopelta_amabilis	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
68	Prionopelta_amieti	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
69	Prionopelta_antillana	Prionopelta	Amblyoponinae	Alien	0	0	NA	0	0	NA	NA	NA
70	Prionopelta_brocha	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
71	Prionopelta_concenta	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
72	Prionopelta_descarpentriesi	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
73	Prionopelta_humicola	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
74	Prionopelta_kraepelini	Prionopelta	Amblyoponinae	Alien	0	0	NA	0	0	NA	NA	NA
75	Prionopelta_laurae	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
76	Prionopelta_marthae	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
77	Prionopelta_media	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
78	Prionopelta_modesta	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
79	Prionopelta_nominata	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
80	Prionopelta_opaca	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
81	Prionopelta_punctulata	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
82	Prionopelta_robynmae	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
83	Prionopelta_seychelles	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
84	Prionopelta_subtilis	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
85	Prionopelta_talos	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
86	Prionopelta_vampira	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
87	Prionopelta_xerosilva	Prionopelta	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
88	Stigmatomma_amblyops	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
89	Stigmatomma_annae	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
90	Stigmatomma_awa	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
91	Stigmatomma_bellii	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
92	Stigmatomma_besucheti	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
93	Stigmatomma_bolabola	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
94	Stigmatomma_boltoni	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
95	Stigmatomma_bruni	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
96	Stigmatomma_caliginosum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
97	Stigmatomma_crenatum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
98	Stigmatomma_crypticum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
99	Stigmatomma_denticulatum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
100	Stigmatomma_emeryi	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
101	Stigmatomma_eminia	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
102	Stigmatomma_feae	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
103	Stigmatomma_fulvidum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
104	Stigmatomma_gaetulicum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
105	Stigmatomma_impressifrons	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
106	Stigmatomma_irayhady	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
107	Stigmatomma_janovitsika	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
108	Stigmatomma_kangba	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
109	Stigmatomma_liebe	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
110	Stigmatomma_luyiae	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
111	Stigmatomma_luzonicum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
112	Stigmatomma_meilianum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
113	Stigmatomma_minutum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
114	Stigmatomma_mulanae	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
115	Stigmatomma_noonadan	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
116	Stigmatomma_normandi	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
117	Stigmatomma_octodentatum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
118	Stigmatomma_ophthalmicum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
119	Stigmatomma_oregonense	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
120	Stigmatomma_pallipes	Stigmatomma	Amblyoponinae	Native	0	0	NA	1	1	193.5483871	NA	5.270680909
121	Stigmatomma_pertinax	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
122	Stigmatomma_pluto	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
123	Stigmatomma_quadratum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
124	Stigmatomma_reclinatum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
125	Stigmatomma_roahady	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
126	Stigmatomma_rothneyi	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
127	Stigmatomma_rubiginoum	Stigmatomma	Amblyoponinae	Native	0	0	NA	1	1	49.9	NA	3.929862924
128	Stigmatomma_sakaii	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
129	Stigmatomma_sakalava	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
130	Stigmatomma_santschii	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
131	Stigmatomma_scrobiceps	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
132	Stigmatomma_silvestrii	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
133	Stigmatomma_testaceum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
134	Stigmatomma_trigonignathum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
135	Stigmatomma_trilobum	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
136	Stigmatomma_tsyhady	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
137	Stigmatomma_xui	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
138	Stigmatomma_zaojun	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
139	Stigmatomma_zoma	Stigmatomma	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
140	Stigmatomma_zwaluwenburgi	Stigmatomma	Amblyoponinae	Alien	0	0	NA	0	0	NA	NA	NA
141	Xymmer_muticus	Xymmer	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
142	Xymmer_phungi	Xymmer	Amblyoponinae	Native	0	0	NA	0	0	NA	NA	NA
143	Aneuretus_simoni	Aneuretus	Aneuretinae	Native	0	0	NA	0	0	NA	NA	NA
144	Apomyrma_stygia	Apomyrma	Apomyrminae	Native	0	0	NA	0	0	NA	NA	NA
145	Anillidris_bruchi	Anillidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
146	Anonychomyrma_anguliceps	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
147	Anonychomyrma_angusta	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
148	Anonychomyrma_arcadia	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
149	Anonychomyrma_biconvexa	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
150	Anonychomyrma_dimorpha	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
151	Anonychomyrma_dimorpha_contenta	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
152	Anonychomyrma_extensa	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
153	Anonychomyrma_fornicata	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
154	Anonychomyrma_froggatti	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
155	Anonychomyrma_gigantea	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
156	Anonychomyrma_gilberti	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
157	Anonychomyrma_glabrata	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
158	Anonychomyrma_incisa	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
159	Anonychomyrma_itinerans	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
160	Anonychomyrma_itinerans_ballaratensis	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
161	Anonychomyrma_itinerans_depilis	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
162	Anonychomyrma_itinerans_perthensis	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
163	Anonychomyrma_longicapitata	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
164	Anonychomyrma_longiceps	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
165	Anonychomyrma_malandana	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
166	Anonychomyrma_minuta	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
167	Anonychomyrma_murina	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
168	Anonychomyrma_myrmex	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
169	Anonychomyrma_nitidiceps	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
170	Anonychomyrma_polita	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
171	Anonychomyrma_procidua	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
172	Anonychomyrma_purpurescens	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
173	Anonychomyrma_scrutator	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
174	Anonychomyrma_scrutator_batesi	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
175	Anonychomyrma_sellata	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
176	Anonychomyrma_tigris	Anonychomyrma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
177	Aptinoma_antongil	Aptinoma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
178	Aptinoma_mangabe	Aptinoma	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
179	Arnoldius_flavus	Arnoldius	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
180	Arnoldius_pusillus	Arnoldius	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
181	Arnoldius_pusillus_aequalis	Arnoldius	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
182	Arnoldius_scissor	Arnoldius	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
183	Axinidris_acholli	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
184	Axinidris_bidens	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
185	Axinidris_denticulata	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
186	Axinidris_gabonica	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
187	Axinidris_ghanensis	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
188	Axinidris_hylekoites	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
189	Axinidris_hypoclinoides	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
190	Axinidris_icipe	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
191	Axinidris_kakamegensis	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
192	Axinidris_kinoin	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
193	Axinidris_lignicola	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
194	Axinidris_luhya	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
195	Axinidris_mlalu	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
196	Axinidris_murielae	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
197	Axinidris_namib	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
198	Axinidris_nigripes	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
199	Axinidris_occidentalis	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
200	Axinidris_okekai	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
201	Axinidris_palligastrion	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
202	Axinidris_stageri	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
203	Axinidris_tridens	Axinidris	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
204	Azteca_adrepens	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
205	Azteca_aesopus	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
206	Azteca_alfari	Azteca	Dolichoderinae	Native	1	1	NA	1	3	NA	NA	NA
207	Azteca_andreae	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
208	Azteca_angusticeps	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
209	Azteca_aragua	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
210	Azteca_aurita	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
211	Azteca_australis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
212	Azteca_barbifex	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
213	Azteca_beltii	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
214	Azteca_bequaerti	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
215	Azteca_brevicornis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
216	Azteca_brevicornis_boliviana	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
217	Azteca_brevis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
218	Azteca_chartifex	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
219	Azteca_chartifex_cearensis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
220	Azteca_chartifex_decipiens	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
221	Azteca_chartifex_lanians	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
222	Azteca_chartifex_multinida	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
223	Azteca_chartifex_spiriti	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
224	Azteca_chartifex_stalactitica	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
225	Azteca_christopherseni	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
226	Azteca_coeruleipennis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
227	Azteca_constructor	Azteca	Dolichoderinae	Native	1	1	NA	1	3	NA	NA	NA
228	Azteca_cordincola	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
229	Azteca_coussapoae	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
230	Azteca_crassicornis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
231	Azteca_delpini	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
232	Azteca_delpini_antillana	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
233	Azteca_delpini_trinidadensis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
234	Azteca_depilis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
235	Azteca_diabolica	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
236	Azteca_duckei	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
237	Azteca_duroiae	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
238	Azteca_emeryi	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
239	Azteca_fasciata	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
240	Azteca_fasciata_similis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
241	Azteca_flavigaster	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
242	Azteca_forelii	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
243	Azteca_foveiceps	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
244	Azteca_gnava	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
245	Azteca_gnava_cayennensis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
246	Azteca_godmani	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
247	Azteca_goeldii	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
248	Azteca_huberi	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
249	Azteca_hypophylla	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
250	Azteca_iheringi	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
251	Azteca_instabilis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
252	Azteca_isthmica	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
253	Azteca_jelskii	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
254	Azteca_juruensis	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
255	Azteca_lallemandi	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
256	Azteca_lanuginosa	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
257	Azteca_lattke	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
258	Azteca_laurae	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
259	Azteca_linamariae	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
260	Azteca_longiceps	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
261	Azteca_lucida	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
262	Azteca_luederwaldti	Azteca	Dolichoderinae	Native	0	0	NA	0	0	NA	NA	NA
