species	genus	sub.family	InvasivenessStatus	Traded2017	NbSellers_2017	MeanPrice_2017	Traded2020	NbSellers_2020	MeanPrice_2020	MeanPrice_2017_log	MeanPrice_2020_log	
4350	Lepisiota_frauenfeldi_integra	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4351	Lepisiota_frauenfeldi_kantarensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4352	Lepisiota_frauenfeldi_kassansai	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4353	Lepisiota_frauenfeldi_libanica	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4354	Lepisiota_frauenfeldi_marocana	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4355	Lepisiota_frauenfeldi_pubescens	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4356	Lepisiota_frauenfeldi_saharensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4357	Lepisiota_frauenfeldi_surchanica	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4358	Lepisiota_frauenfeldi_truncata	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4359	Lepisiota_frauenfeldi_variabilis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4360	Lepisiota_frauenfeldi_velox	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4361	Lepisiota_gerardi	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4362	Lepisiota_gracilicornis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4363	Lepisiota_gracilicornis_abdominalis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4364	Lepisiota_harteni	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4365	Lepisiota_hexiangu	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4366	Lepisiota_hirsuta	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4367	Lepisiota_hirsuta_setosella	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4368	Lepisiota_imperfecta	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4369	Lepisiota_imperfecta_congolensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4370	Lepisiota_incisa	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4371	Lepisiota_kabulica	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4372	Lepisiota_karawaiewi	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4373	Lepisiota_longinoda	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4374	Lepisiota_lunaris	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4375	Lepisiota_megacephala	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4376	Lepisiota_melanogaster	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4377	Lepisiota_melas	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4378	Lepisiota_mlanjiensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4379	Lepisiota_modesta	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4380	Lepisiota_monardi	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4381	Lepisiota_monardi_australis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4382	Lepisiota_ngangela	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4383	Lepisiota_nigra	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4384	Lepisiota_nigrescens	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4385	Lepisiota_nigrisetosa	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4386	Lepisiota_nigriventris	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4387	Lepisiota_obtusa	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4388	Lepisiota_oculata	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4389	Lepisiota_omanensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4390	Lepisiota_opaca	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4391	Lepisiota_opaciventris	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4392	Lepisiota_palpalis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4393	Lepisiota_piliscapa	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4394	Lepisiota_piliscapa_longipilosa	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4395	Lepisiota_piliscapa_punctifrons	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4396	Lepisiota_pulchella	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4397	Lepisiota_quadraticeps	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4398	Lepisiota_reticulata	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4399	Lepisiota_riyadha	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4400	Lepisiota_rothneyi	Lepisiota	Formicinae	Native	0	0	NA	1	3	NA	NA	NA
4401	Lepisiota_rothneyi_splendida	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4402	Lepisiota_rothneyi_sundaica	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4403	Lepisiota_rothneyi_taivanae	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4404	Lepisiota_rothneyi_wroughtonii	Lepisiota	Formicinae	Native	1	1	NA	0	0	NA	NA	NA
4405	Lepisiota_rubrovaria	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4406	Lepisiota_rubrovaria_pilosa	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4407	Lepisiota_rugithorax	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4408	Lepisiota_schoutedeni	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4409	Lepisiota_semenovi	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4410	Lepisiota_sericea	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4411	Lepisiota_silvicola	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4412	Lepisiota_simplex	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4413	Lepisiota_somalica	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4414	Lepisiota_spinisquama	Lepisiota	Formicinae	Alien	0	0	NA	0	0	NA	NA	NA
4415	Lepisiota_spinosior	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4416	Lepisiota_spinosior_ballaensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4417	Lepisiota_spinosior_natalensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4418	Lepisiota_submetallica	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4419	Lepisiota_submetallica_aspera	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4420	Lepisiota_syriaca	Lepisiota	Formicinae	Alien	0	0	NA	0	0	NA	NA	NA
4421	Lepisiota_tenuipilis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4422	Lepisiota_validiuscula	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4423	Lepisiota_watsonii	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4424	Lepisiota_xichangensis	Lepisiota	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4425	Melophorus_aeneovirens	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4426	Melophorus_anderseni	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4427	Melophorus_andersenioides	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4428	Melophorus_ankylochaetes	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4429	Melophorus_argus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4430	Melophorus_attenuipes	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4431	Melophorus_bagoti	Melophorus	Formicinae	Native	0	0	NA	1	1	146.1513478	NA	4.991461634
4432	Melophorus_barbellulatus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4433	Melophorus_biroi	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4434	Melophorus_brevignathus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4435	Melophorus_brevipalpus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4436	Melophorus_bruneus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4437	Melophorus_caeruleoviolaceus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4438	Melophorus_canus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4439	Melophorus_castaneus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4440	Melophorus_castanopus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4441	Melophorus_cerasinoniger	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4442	Melophorus_chauliodon	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4443	Melophorus_chrysus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4444	Melophorus_clypeatus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4445	Melophorus_compactus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4446	Melophorus_cuneatus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4447	Melophorus_curtus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4448	Melophorus_dicyrtos	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4449	Melophorus_diversus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4450	Melophorus_eumorphus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4451	Melophorus_fieldi	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4452	Melophorus_fulgidus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4453	Melophorus_fulvidus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4454	Melophorus_fulvihirtus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4455	Melophorus_gibbosus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4456	Melophorus_gilliatensis	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4457	Melophorus_graciliceps	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4458	Melophorus_gracilipes	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4459	Melophorus_gracilis	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4460	Melophorus_griseus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4461	Melophorus_hexidens	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4462	Melophorus_hirsutipes	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4463	Melophorus_hirsutus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4464	Melophorus_incisus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4465	Melophorus_inconspicuus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4466	Melophorus_isaiah	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4467	Melophorus_kuklos	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4468	Melophorus_lanuginosus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4469	Melophorus_laticeps	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4470	Melophorus_latinotus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4471	Melophorus_lissotriches	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4472	Melophorus_longiceps	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4473	Melophorus_longipes	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4474	Melophorus_ludius	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4475	Melophorus_macrops	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4476	Melophorus_macroschismus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4477	Melophorus_majeri	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4478	Melophorus_major	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4479	Melophorus_marmar	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4480	Melophorus_microreticulatus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4481	Melophorus_microtriches	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4482	Melophorus_minimus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4483	Melophorus_mjobergi	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4484	Melophorus_mullewaensis	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4485	Melophorus_nemophilus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4486	Melophorus_oblongiceps	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4487	Melophorus_orthonotus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4488	Melophorus_paramorphomenus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4489	Melophorus_parvimolaris	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4490	Melophorus_pelecygnathus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4491	Melophorus_pelorocephalus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4492	Melophorus_perthensis	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4493	Melophorus_platyceps	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4494	Melophorus_postlei	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4495	Melophorus_potteri	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4496	Melophorus_praesens	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4497	Melophorus_prominens	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4498	Melophorus_propebiroi	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4499	Melophorus_purpureus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4500	Melophorus_pusillus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4501	Melophorus_quadratus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4502	Melophorus_rufoniger	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4503	Melophorus_sericothrix	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4504	Melophorus_setosus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4505	Melophorus_solitudinis	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4506	Melophorus_subulipalpus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4507	Melophorus_sulconotus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4508	Melophorus_sulla	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4509	Melophorus_tenuis	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4510	Melophorus_teretinotus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4511	Melophorus_translucens	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4512	Melophorus_turbineus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4513	Melophorus_turneri	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4514	Melophorus_vitreus	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4515	Melophorus_wheeleri	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4516	Melophorus_xouthos	Melophorus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4517	Myrmecocystus_arenarius	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4518	Myrmecocystus_christineae	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4519	Myrmecocystus_colei	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4520	Myrmecocystus_creightoni	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4521	Myrmecocystus_depilis	Myrmecocystus	Formicinae	Native	1	1	NA	1	6	116.3878253	NA	4.765483199
4522	Myrmecocystus_ewarti	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4523	Myrmecocystus_flaviceps	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4524	Myrmecocystus_hammettensis	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4525	Myrmecocystus_intonsus	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4526	Myrmecocystus_kathjuli	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4527	Myrmecocystus_kennedyi	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4528	Myrmecocystus_koso	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4529	Myrmecocystus_lugubris	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4530	Myrmecocystus_melanoticus	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4531	Myrmecocystus_melliger	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4532	Myrmecocystus_mendax	Myrmecocystus	Formicinae	Native	1	2	199.9	1	5	286.2171714	5.302807272	5.660238624
4533	Myrmecocystus_mexicanus	Myrmecocystus	Formicinae	Native	1	3	353.54	1	7	100.3142925	5.870821175	4.618227492
4534	Myrmecocystus_mimicus	Myrmecocystus	Formicinae	Native	1	3	NA	1	11	186.3429411	NA	5.232940847
4535	Myrmecocystus_navajo	Myrmecocystus	Formicinae	Native	1	2	67.54	1	7	129.0242104	4.227417516	4.867720667
4536	Myrmecocystus_nequazcatl	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4537	Myrmecocystus_perimeces	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4538	Myrmecocystus_placodops	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4539	Myrmecocystus_pyramicus	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4540	Myrmecocystus_romainei	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4541	Myrmecocystus_semirufus	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4542	Myrmecocystus_tenuinodis	Myrmecocystus	Formicinae	Native	0	0	NA	1	1	126.0504202	NA	4.844584017
4543	Myrmecocystus_testaceus	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4544	Myrmecocystus_wheeleri	Myrmecocystus	Formicinae	Native	0	0	NA	1	1	315.1260504	NA	5.756141028
4545	Myrmecocystus_yuma	Myrmecocystus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4546	Myrmecorhynchus_carteri	Myrmecorhynchus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4547	Myrmecorhynchus_emeryi	Myrmecorhynchus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4548	Myrmecorhynchus_nitidus	Myrmecorhynchus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4549	Myrmecorhynchus_rufithorax	Myrmecorhynchus	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4550	Myrmelachista_ambigua	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4551	Myrmelachista_amicta	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4552	Myrmelachista_arborea	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4553	Myrmelachista_arborea_nasuta	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4554	Myrmelachista_arthuri	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4555	Myrmelachista_arthuri_brunneiceps	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4556	Myrmelachista_bambusarum	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4557	Myrmelachista_bettinae	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4558	Myrmelachista_brevicornis	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4559	Myrmelachista_bruchi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4560	Myrmelachista_catharinae	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4561	Myrmelachista_catharinae_intermedia	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4562	Myrmelachista_catharinae_maior	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4563	Myrmelachista_catharinae_petropolitana	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4564	Myrmelachista_chilensis	Myrmelachista	Formicinae	Native	1	2	NA	1	3	NA	NA	NA
4565	Myrmelachista_cooperi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4566	Myrmelachista_dalmasi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4567	Myrmelachista_donisthorpei	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4568	Myrmelachista_elata	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4569	Myrmelachista_elongata	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4570	Myrmelachista_flavida	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4571	Myrmelachista_flavocotea	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4572	Myrmelachista_flavoguarea	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4573	Myrmelachista_gagates	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4574	Myrmelachista_gagatina	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4575	Myrmelachista_gallicola	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4576	Myrmelachista_goeldii	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4577	Myrmelachista_goetschi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4578	Myrmelachista_guyanensis	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4579	Myrmelachista_haberi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4580	Myrmelachista_hoffmanni	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4581	Myrmelachista_joycei	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4582	Myrmelachista_kloetersi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4583	Myrmelachista_kraatzii	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4584	Myrmelachista_lauroatlantica	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4585	Myrmelachista_lauropacifica	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4586	Myrmelachista_longiceps	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4587	Myrmelachista_longinoda	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4588	Myrmelachista_mayri	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4589	Myrmelachista_meganaranja	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4590	Myrmelachista_mexicana	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4591	Myrmelachista_muelleri	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4592	Myrmelachista_nigella	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4593	Myrmelachista_nigella_ruficornis	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4594	Myrmelachista_nigrocotea	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4595	Myrmelachista_nodigera	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4596	Myrmelachista_osa	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4597	Myrmelachista_paderewskii	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4598	Myrmelachista_plebecula	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4599	Myrmelachista_ramulorum	Myrmelachista	Formicinae	Alien	0	0	NA	0	0	NA	NA	NA
4600	Myrmelachista_ramulorum_fortior	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4601	Myrmelachista_reclusi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4602	Myrmelachista_reichenspergeri	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4603	Myrmelachista_reticulata	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4604	Myrmelachista_rogeri	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4605	Myrmelachista_rogeri_manni	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4606	Myrmelachista_rogeri_rubriceps	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4607	Myrmelachista_rudolphi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4608	Myrmelachista_ruzskyi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4609	Myrmelachista_schachovskoi	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4610	Myrmelachista_schumanni	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4611	Myrmelachista_schumanni_cordincola	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
4612	Myrmelachista_skwarrae	Myrmelachista	Formicinae	Native	0	0	NA	0	0	NA	NA	NA
